country,year,inflation
Nigeria,2014,8.04741087967907
Nigeria,2015,9.00943498007706
Nigeria,2016,15.6968126387972
Nigeria,2017,16.5022662139641
Nigeria,2018,12.0951065173432
Nigeria,2019,11.3964223378116
Nigeria,2020,13.2460234276597
Nigeria,2021,16.9528457221608
Nigeria,2022,18.8471877843274
Nigeria,2023,24.659550203114
