country,year,gdp_growth
Nigeria,2014,6.30971865525431
Nigeria,2015,2.65269329543001
Nigeria,2016,-1.61686894906509
Nigeria,2017,0.805886619102438
Nigeria,2018,1.92275734200614
Nigeria,2019,2.20842927714892
Nigeria,2020,-6.36889840510109
Nigeria,2021,1.10925253938163
Nigeria,2022,4.31882949523192
Nigeria,2023,3.32684556421316
